Player,Age,Year,Tm,G,WS,VORP,PER,Draft Pick,Draft Year
Smush Parker,23,2005,DET,11,0,-0.1,6.6,Undrafted,0
Smush Parker,23,2005,TOT,16,-0.1,-0.2,6,Undrafted,0
Smush Parker,24,2006,LAL,82,5.8,2.1,13.4,Undrafted,0
Smush Parker,25,2007,LAL,82,2.3,0.4,11.6,Undrafted,0
Smush Parker,26,2008,MIA,9,-0.2,-0.2,5.5,Undrafted,0
Smush Parker,26,2008,LAC,19,-0.4,-0.3,7.6,Undrafted,0
Smush Parker,26,2008,TOT,28,-0.6,-0.5,7,Undrafted,0
Solomon Alabi,22,2011,TOR,12,-0.2,-0.1,2,50,2010
Solomon Alabi,23,2012,TOR,14,0.2,-0.1,14.2,50,2010
Solomon Hill,22,2014,IND,28,0.4,0,7.6,23,2013
Solomon Hill,23,2015,IND,82,3.5,1,10.2,23,2013
Solomon Hill,24,2016,IND,59,2.1,0.4,12.2,23,2013
Solomon Hill,25,2017,NOP,80,2.7,1,8,23,2013
Solomon Hill,26,2018,NOP,12,-0.1,-0.1,4.8,23,2013
Solomon Hill,27,2019,NOP,44,0.5,-0.1,6.8,23,2013
Solomon Jones,22,2007,ATL,58,1.6,-0.1,12.3,33,2006
Solomon Jones,23,2008,ATL,35,0,-0.3,6.8,33,2006
Solomon Jones,24,2009,ATL,63,1.9,0.1,12,33,2006
Solomon Jones,25,2010,IND,52,0.8,-0.2,9.9,33,2006
Solomon Jones,26,2011,IND,39,0.5,-0.1,8.5,33,2006
Solomon Jones,27,2012,TOT,21,0.3,0,9.1,33,2006
Solomon Jones,27,2012,NOH,11,0.2,0,11,33,2006
Solomon Jones,27,2012,LAC,10,0,0,5.3,33,2006
Solomon Jones,28,2013,NYK,2,-0.1,-0.1,-5.7,33,2006
Solomon Jones,29,2014,ORL,11,0,-0.1,5.8,33,2006
Sonny Parker,24,1980,GSW,82,6.8,3.4,16.2,17,1976
Sonny Parker,25,1981,GSW,73,2.3,0.7,13.3,17,1976
Sonny Parker,26,1982,GSW,71,1.6,0.5,12.6,17,1976
Sonny Weems,22,2009,DEN,12,-0.3,-0.2,-3.9,39,2008
Sonny Weems,23,2010,TOR,69,1.3,0,12.9,39,2008
Sonny Weems,24,2011,TOR,59,-0.4,-1,10.2,39,2008
Sonny Weems,29,2016,PHI,7,-0.2,-0.2,0.8,39,2008
Sonny Weems,29,2016,PHO,36,-0.4,-0.5,4.3,39,2008
Sonny Weems,29,2016,TOT,43,-0.5,-0.7,3.7,39,2008
Soumaila Samake,22,2001,NJN,34,0.1,-0.3,9,36,2000
Soumaila Samake,24,2003,LAL,13,0.2,0,12.9,36,2000
Speedy Claxton,23,2002,PHI,67,2.8,0.5,12.6,20,2000
Speedy Claxton,24,2003,SAS,30,1.2,0.2,15.9,20,2000
Speedy Claxton,25,2004,GSW,60,4.2,1.2,17.3,20,2000
Speedy Claxton,26,2005,GSW,46,3.5,0.9,16.4,20,2000
Speedy Claxton,26,2005,TOT,62,3.7,0.7,15.8,20,2000
Speedy Claxton,26,2005,NOH,16,0.2,-0.2,13.4,20,2000
Speedy Claxton,27,2006,NOK,71,3,1,16.1,20,2000
Speedy Claxton,28,2007,ATL,42,-0.7,-0.8,7.3,20,2000
Speedy Claxton,30,2009,ATL,2,0,-0.1,5.7,20,2000
Spencer Dinwiddie,21,2015,DET,34,0.1,-0.2,10.2,38,2014
Spencer Dinwiddie,22,2016,DET,12,0.1,-0.1,8.9,38,2014
Spencer Dinwiddie,23,2017,BRK,59,2.8,0.4,12.7,38,2014
Spencer Dinwiddie,24,2018,BRK,80,5.7,1.3,15.9,38,2014
Spencer Dinwiddie,25,2019,BRK,68,4.8,0.8,16.3,38,2014
Spencer Hawes,19,2008,SAC,71,0.6,-0.6,11.6,10,2007
Spencer Hawes,20,2009,SAC,77,0.8,-0.1,13,10,2007
Spencer Hawes,21,2010,SAC,72,2.1,0.8,13.8,10,2007
Spencer Hawes,22,2011,PHI,81,2.4,0.3,12.8,10,2007
Spencer Hawes,23,2012,PHI,37,2.9,1.1,18.1,10,2007
Spencer Hawes,24,2013,PHI,82,4.5,1.1,16,10,2007
Spencer Hawes,25,2014,TOT,80,4.5,1.6,15.7,10,2007
Spencer Hawes,25,2014,PHI,53,2.6,0.8,15.3,10,2007
Spencer Hawes,25,2014,CLE,27,1.9,0.7,16.6,10,2007
Spencer Hawes,26,2015,LAC,73,1.2,0,9.8,10,2007
Spencer Hawes,27,2016,CHO,57,1.9,0.4,12.4,10,2007
Spencer Hawes,28,2017,TOT,54,1.7,0.3,15.6,10,2007
Spencer Hawes,28,2017,CHO,35,1.1,0.2,14.8,10,2007
Spencer Hawes,28,2017,MIL,19,0.6,0.1,18.6,10,2007
Spencer Haywood,30,1980,LAL,76,3.1,-0.2,13.9,30,1971
Spencer Haywood,32,1982,WSB,76,3.6,0.1,13.2,30,1971
Spencer Haywood,33,1983,WSB,38,0.4,-0.5,10,30,1971
Spud Webb,22,1986,ATL,79,3.5,0.9,18.5,87,1985
Spud Webb,23,1987,ATL,33,1.2,0.2,16.5,87,1985
Spud Webb,24,1988,ATL,82,2.3,0.2,14.8,87,1985
Spud Webb,25,1989,ATL,81,2.2,0.1,13,87,1985
Spud Webb,26,1990,ATL,82,4.5,1,15.3,87,1985
Spud Webb,27,1991,ATL,75,5.4,1.5,16.6,87,1985
Spud Webb,28,1992,SAC,77,4.1,0.5,15.1,87,1985
Spud Webb,29,1993,SAC,69,3.9,0.6,14.4,87,1985
Spud Webb,30,1994,SAC,79,5.1,0.9,15.2,87,1985
Spud Webb,31,1995,SAC,76,5.1,0.3,13.7,87,1985
Spud Webb,32,1996,ATL,51,2.2,-0.1,15.3,87,1985
Spud Webb,32,1996,MIN,26,0.8,-0.3,14.3,87,1985
Spud Webb,32,1996,TOT,77,3,-0.4,14.8,87,1985
Spud Webb,34,1998,ORL,4,-0.1,-0.1,3.2,87,1985
Stacey Augmon,23,1992,ATL,82,3.7,1.5,14.4,9,1991
Stacey Augmon,24,1993,ATL,73,3.7,0.9,15.2,9,1991
Stacey Augmon,25,1994,ATL,82,9.7,3.5,17.9,9,1991
Stacey Augmon,26,1995,ATL,76,5.1,1.4,16,9,1991
Stacey Augmon,27,1996,ATL,77,5.6,1.2,15.9,9,1991
Stacey Augmon,28,1997,POR,40,1.5,0.3,12.1,9,1991
Stacey Augmon,28,1997,TOT,60,1.5,0.1,11.3,9,1991
Stacey Augmon,28,1997,DET,20,0,-0.2,9.6,9,1991
Stacey Augmon,29,1998,POR,71,1.8,0.3,10.3,9,1991
Stacey Augmon,30,1999,POR,48,2.6,1,13,9,1991
Stacey Augmon,31,2000,POR,59,1.5,0.3,12.2,9,1991
Stacey Augmon,32,2001,POR,66,2.5,0.6,12.3,9,1991
Stacey Augmon,33,2002,CHH,77,2.3,0.2,11.5,9,1991
Stacey Augmon,34,2003,NOH,70,1.2,-0.3,9.3,9,1991
Stacey Augmon,35,2004,NOH,69,1.6,-0.5,10,9,1991
Stacey Augmon,36,2005,ORL,55,0.7,-0.2,9.8,9,1991
Stacey Augmon,37,2006,ORL,36,0.3,-0.1,7.6,9,1991
Stacey King,23,1990,CHI,82,3.6,-0.1,13.8,6,1989
Stacey King,24,1991,CHI,76,1.5,-0.4,10.2,6,1989
Stacey King,25,1992,CHI,79,3.1,0,13.4,6,1989
Stacey King,26,1993,CHI,76,1.9,-0.1,12.8,6,1989
Stacey King,27,1994,CHI,31,0.4,-0.1,10.4,6,1989
Stacey King,27,1994,MIN,18,0.4,-0.1,12.9,6,1989
Stacey King,27,1994,TOT,49,0.9,-0.2,11.6,6,1989
Stacey King,28,1995,MIN,50,0.1,-0.7,9.5,6,1989
Stacey King,29,1996,MIA,15,-0.2,-0.2,2,6,1989
Stacey King,30,1997,BOS,5,0.1,0,16,6,1989
Stacey King,30,1997,TOT,11,0,-0.2,7.7,6,1989
Stacey King,30,1997,DAL,6,-0.1,-0.2,3.7,6,1989
Stan Kimbrough,23,1990,DET,10,0.1,0,12.1,Undrafted,0
Stan Kimbrough,26,1993,SAC,3,0,0,8.2,Undrafted,0
Stan Pietkiewicz,23,1980,SDC,50,1,-0.1,14.3,133,1978
Stan Pietkiewicz,24,1981,DAL,36,0.7,0,13.5,133,1978
Stan Pietkiewicz,24,1981,TOT,42,0.6,-0.1,12.3,133,1978
Stan Pietkiewicz,24,1981,SDC,6,-0.1,-0.1,-4.5,133,1978
Stanislav Medvedenko,21,2001,LAL,7,0.1,0,21.8,Undrafted,0
Stanislav Medvedenko,22,2002,LAL,71,1.8,0.2,15.6,Undrafted,0
Stanislav Medvedenko,23,2003,LAL,58,0.4,-0.9,10.3,Undrafted,0
Stanislav Medvedenko,24,2004,LAL,68,3,-0.1,13.6,Undrafted,0
Stanislav Medvedenko,25,2005,LAL,43,0.5,-0.4,11.9,Undrafted,0
Stanislav Medvedenko,26,2006,LAL,2,0,0,11,Undrafted,0
Stanislav Medvedenko,27,2007,ATL,14,0.2,-0.1,13.7,Undrafted,0
Stanley Brundy,22,1990,NJN,16,0.2,0,10.1,32,1989
Stanley Jackson,23,1994,MIN,17,0.2,0.1,17.8,Undrafted,0
Stanley Johnson,19,2016,DET,73,0.6,-0.2,8.7,8,2015
Stanley Johnson,20,2017,DET,77,0.4,0,7.2,8,2015
Stanley Johnson,21,2018,DET,69,1.8,0.2,9,8,2015
Stanley Johnson,22,2019,DET,48,0.7,0,9.8,8,2015
Stanley Johnson,22,2019,NOP,18,-0.1,-0.2,8.9,8,2015
Stanley Roberts,21,1992,ORL,55,2.1,0.1,16.3,23,1991
Stanley Roberts,22,1993,LAC,77,3.2,0.1,14.7,23,1991
Stanley Roberts,23,1994,LAC,14,-0.1,-0.3,8.5,23,1991
Stanley Roberts,25,1996,LAC,51,0.7,-0.5,12.8,23,1991
Stanley Roberts,26,1997,LAC,18,0.5,-0.3,14.1,23,1991
Stanley Roberts,27,1998,MIN,74,1.8,-0.8,11.9,23,1991
Stanley Roberts,28,1999,HOU,6,-0.1,-0.1,9.7,23,1991
Stanley Roberts,29,2000,PHI,5,0,0,3,23,1991
Stefano Rusconi,27,1996,PHO,7,-0.1,0,2.4,52,1990
Steffond Johnson,24,1987,LAC,29,-0.2,-0.4,4.7,100,1986
Stephane Lasme,25,2008,GSW,1,0,0,0,46,2007
Stephane Lasme,25,2008,TOT,16,0.3,-0.1,11.7,46,2007
Stephane Lasme,25,2008,MIA,15,0.3,-0.1,11.7,46,2007
Stephen Curry,21,2010,GSW,80,4.7,2.2,16.3,7,2009
Stephen Curry,22,2011,GSW,74,6.6,2.4,19.4,7,2009
Stephen Curry,23,2012,GSW,26,2.2,1,21.2,7,2009
Stephen Curry,24,2013,GSW,78,11.2,5.6,21.3,7,2009
Stephen Curry,25,2014,GSW,78,13.4,6.7,24.1,7,2009
Stephen Curry,26,2015,GSW,80,15.7,7.9,28,7,2009
Stephen Curry,27,2016,GSW,79,17.9,9.8,31.5,7,2009
Stephen Curry,28,2017,GSW,79,12.6,6.2,24.6,7,2009
Stephen Curry,29,2018,GSW,51,9.1,4.4,28.2,7,2009
Stephen Curry,30,2019,GSW,69,9.7,4.9,24.4,7,2009
Stephen Graham,23,2006,CHI,3,0,0,2.4,Undrafted,0
Stephen Graham,23,2006,HOU,6,0,0,9.7,Undrafted,0
Stephen Graham,23,2006,CLE,13,0.1,-0.1,6.7,Undrafted,0
Stephen Graham,23,2006,TOT,22,0,-0.2,6.9,Undrafted,0
Stephen Graham,24,2007,POR,14,-0.1,-0.2,5.4,Undrafted,0
Stephen Graham,25,2008,IND,22,0.4,0.1,21.9,Undrafted,0
Stephen Graham,26,2009,IND,52,0,-0.8,8.5,Undrafted,0
Stephen Graham,27,2010,CHA,70,1.6,-0.3,11.2,Undrafted,0
Stephen Graham,28,2011,NJN,59,-0.3,-0.9,4.4,Undrafted,0
Stephen Howard,22,1993,UTA,49,0.1,-0.1,9.8,Undrafted,0
Stephen Howard,23,1994,UTA,9,0.2,0,19.4,Undrafted,0
Stephen Howard,26,1997,TOT,49,1.3,0.1,16,Undrafted,0
Stephen Howard,26,1997,SAS,7,0.2,0.1,19.5,Undrafted,0
Stephen Howard,26,1997,UTA,42,1.1,0,15.4,Undrafted,0
Stephen Howard,27,1998,SEA,13,0,-0.1,9.8,Undrafted,0
Stephen Jackson,22,2001,NJN,77,0.9,-0.1,12.1,42,1997
Stephen Jackson,23,2002,SAS,23,-0.1,-0.1,7.9,42,1997
Stephen Jackson,24,2003,SAS,80,4.8,2.1,14.5,42,1997
Stephen Jackson,25,2004,ATL,80,4.4,2.1,16.1,42,1997
Stephen Jackson,26,2005,IND,51,3.1,1.1,15.9,42,1997
Stephen Jackson,27,2006,IND,81,4.4,1.6,13.6,42,1997
Stephen Jackson,28,2007,TOT,75,4.1,0.9,14.4,42,1997
Stephen Jackson,28,2007,GSW,38,2.4,0.7,15.7,42,1997
Stephen Jackson,28,2007,IND,37,1.7,0.2,13.1,42,1997
Stephen Jackson,29,2008,GSW,73,4.6,1.5,14.9,42,1997
Stephen Jackson,30,2009,GSW,59,2.2,1.3,16.1,42,1997
Stephen Jackson,31,2010,CHA,72,5,2.3,15.7,42,1997
Stephen Jackson,31,2010,TOT,81,5,2.2,15.6,42,1997
Stephen Jackson,31,2010,GSW,9,0,0,14.5,42,1997
Stephen Jackson,32,2011,CHA,67,1.9,1.1,14.6,42,1997
Stephen Jackson,33,2012,SAS,21,0.9,0.4,13.1,42,1997
Stephen Jackson,33,2012,TOT,47,0.6,0.1,10.7,42,1997
Stephen Jackson,33,2012,MIL,26,-0.3,-0.3,8.9,42,1997
Stephen Jackson,34,2013,SAS,55,0.3,-0.1,8,42,1997
Stephen Jackson,35,2014,LAC,9,-0.2,-0.1,0.1,42,1997
Stephen Thompson,23,1992,ORL,1,-0.1,0,-4.6,Undrafted,0
Stephen Thompson,23,1992,SAC,18,0,0,14.6,Undrafted,0
Stephen Thompson,23,1992,TOT,19,0,0,11.5,Undrafted,0
Stephen Zimmerman,20,2017,ORL,19,0,-0.1,7.3,41,2016
Stephon Marbury,19,1997,MIN,67,3.7,0.6,16.1,4,1996
Stephon Marbury,20,1998,MIN,82,5.3,1.1,16.3,4,1996
Stephon Marbury,21,1999,TOT,49,5.3,1.8,20.8,4,1996
Stephon Marbury,21,1999,NJN,31,4,1.3,21.8,4,1996
Stephon Marbury,21,1999,MIN,18,1.3,0.5,18.8,4,1996
Stephon Marbury,22,2000,NJN,74,7.4,2.8,20.7,4,1996
Stephon Marbury,23,2001,NJN,67,7.8,3.7,22.7,4,1996
Stephon Marbury,24,2002,PHO,82,7.1,2.2,18.1,4,1996
Stephon Marbury,25,2003,PHO,81,9.6,3.6,20.1,4,1996
Stephon Marbury,26,2004,TOT,81,9.1,3.4,20.4,4,1996
Stephon Marbury,26,2004,NYK,47,5.5,2.2,20.9,4,1996
Stephon Marbury,26,2004,PHO,34,3.5,1.2,19.9,4,1996
Stephon Marbury,27,2005,NYK,82,11.7,4.4,21.9,4,1996
Stephon Marbury,28,2006,NYK,60,3.9,0.9,16.4,4,1996
Stephon Marbury,29,2007,NYK,74,5.9,1.5,15.3,4,1996
Stephon Marbury,30,2008,NYK,24,1.1,0.1,13.8,4,1996
Stephon Marbury,31,2009,BOS,23,-0.3,-0.6,4.4,4,1996
Sterling Brown,22,2018,MIL,54,0.7,-0.4,9.1,46,2017
Sterling Brown,23,2019,MIL,58,2.1,0.1,10.9,46,2017
Steve Alford,23,1988,DAL,28,0.3,0.1,11.6,26,1987
Steve Alford,24,1989,DAL,9,0,-0.1,7.2,26,1987
Steve Alford,24,1989,GSW,57,1.4,-0.3,12.1,26,1987
Steve Alford,24,1989,TOT,66,1.4,-0.3,11.9,26,1987
Steve Alford,25,1990,DAL,41,0.9,0.1,18.7,26,1987
Steve Alford,26,1991,DAL,34,0.6,0,20.5,26,1987
Steve Bardo,23,1992,SAS,1,0,0,32.3,41,1990
Steve Bardo,24,1993,DAL,23,-0.3,-0.2,7.7,41,1990
Steve Bardo,27,1996,DET,9,0.2,0,8.4,41,1990
Steve Blake,23,2004,WAS,75,0.7,-0.7,10.9,38,2003
Steve Blake,24,2005,WAS,44,0.3,-0.5,8.4,38,2003
Steve Blake,25,2006,POR,68,2.8,0.1,14.5,38,2003
Steve Blake,26,2007,DEN,49,2.2,-0.1,11,38,2003
Steve Blake,26,2007,TOT,82,2.1,-0.6,9.9,38,2003
Steve Blake,26,2007,MIL,33,-0.1,-0.6,6.8,38,2003
Steve Blake,27,2008,POR,81,3.8,0.7,12,38,2003
Steve Blake,28,2009,POR,69,5.8,2,14.4,38,2003
Steve Blake,29,2010,POR,51,2.4,0.6,11.2,38,2003
Steve Blake,29,2010,TOT,80,3.3,0.3,11.6,38,2003
Steve Blake,29,2010,LAC,29,0.9,-0.3,12.3,38,2003
Steve Blake,30,2011,LAL,79,1.8,-0.1,7.5,38,2003
Steve Blake,31,2012,LAL,53,1,-0.3,8.5,38,2003
Steve Blake,32,2013,LAL,45,2.4,0.6,11.7,38,2003
Steve Blake,33,2014,TOT,55,1.8,0.2,11,38,2003
Steve Blake,33,2014,GSW,28,1.1,0.1,9.4,38,2003
Steve Blake,33,2014,LAL,27,0.8,0.1,12.1,38,2003
Steve Blake,34,2015,POR,81,2.1,0,9.5,38,2003
Steve Blake,35,2016,DET,58,1.1,-0.4,9.8,38,2003
Steve Bucknall,23,1990,LAL,18,-0.3,-0.2,0,Undrafted,0
Steve Burtt,22,1985,GSW,47,-0.4,-0.7,7.4,30,1984
Steve Burtt,25,1988,LAC,19,-0.1,-0.3,10.2,30,1984
Steve Burtt,29,1992,PHO,31,0.5,-0.1,13.4,30,1984
Steve Burtt,30,1993,WSB,4,0,0,18.5,30,1984
Steve Colter,22,1985,POR,78,2.3,0.2,12.5,33,1984
Steve Colter,23,1986,POR,81,3.3,0.7,12.7,33,1984
Steve Colter,24,1987,PHI,43,1.5,-0.2,12.6,33,1984
Steve Colter,24,1987,CHI,27,0.2,-0.4,9.8,33,1984
Steve Colter,24,1987,TOT,70,1.7,-0.6,11.6,33,1984
Steve Colter,25,1988,WSB,56,2.5,0.8,13.4,33,1984
Steve Colter,25,1988,TOT,68,2.6,0.7,12.8,33,1984
Steve Colter,25,1988,PHI,12,0,-0.1,8.1,33,1984
Steve Colter,26,1989,WSB,80,3.1,0.7,14.1,33,1984
Steve Colter,27,1990,WSB,73,2.7,0.6,15.9,33,1984
Steve Colter,28,1991,SAC,19,0.3,-0.1,9.5,33,1984
Steve Colter,32,1995,CLE,57,1.4,-0.1,11.3,33,1984
Steve Francis,22,2000,HOU,77,6.4,3.7,18.4,2,1999
Steve Francis,23,2001,HOU,80,12.2,7,21.6,2,1999
Steve Francis,24,2002,HOU,57,4.4,2.9,19.1,2,1999
Steve Francis,25,2003,HOU,81,11.1,5.8,20.6,2,1999
Steve Francis,26,2004,HOU,79,7.1,3.6,15.8,2,1999
Steve Francis,27,2005,ORL,78,6.2,3.2,18.9,2,1999
Steve Francis,28,2006,ORL,46,2.9,1.2,15.9,2,1999
Steve Francis,28,2006,TOT,70,3.6,1.2,15.2,2,1999
Steve Francis,28,2006,NYK,24,0.7,0,13.4,2,1999
Steve Francis,29,2007,NYK,44,2.9,0.8,15.1,2,1999
Steve Francis,30,2008,HOU,10,0.2,0,9.1,2,1999
Steve Goodrich,24,2001,CHI,12,-0.1,-0.2,4.1,Undrafted,0
Steve Goodrich,25,2002,NJN,9,-0.1,-0.1,-0.9,Undrafted,0
Steve Hamer,23,1997,BOS,35,0.2,-0.4,8.9,38,1996
Steve Harris,22,1986,HOU,57,0.8,-0.2,14,19,1985
Steve Harris,23,1987,HOU,74,1.3,-0.6,12.9,19,1985
Steve Harris,24,1988,HOU,14,0.3,0,12.1,19,1985
Steve Harris,24,1988,GSW,44,0.9,-0.2,14.5,19,1985
Steve Harris,24,1988,TOT,58,1.2,-0.3,14,19,1985
Steve Harris,25,1989,DET,3,0,0,18.3,19,1985
Steve Harris,26,1990,LAC,15,-0.1,-0.2,6,19,1985
Steve Hawes,29,1980,ATL,82,6,2.1,16.2,24,1972
Steve Hawes,30,1981,ATL,74,5.7,2.1,14.7,24,1972
Steve Hawes,31,1982,ATL,49,3.2,1.4,14.5,24,1972
Steve Hawes,32,1983,SEA,31,0.9,0,9.7,24,1972
Steve Hawes,32,1983,ATL,46,0.1,-0.4,8,24,1972
Steve Hawes,32,1983,TOT,77,1,-0.4,8.6,24,1972
Steve Hawes,33,1984,SEA,79,1.8,0,9.5,24,1972
Steve Hayes,26,1982,DET,26,0.8,0,10.9,76,1977
Steve Hayes,26,1982,TOT,35,0.9,0,10.7,76,1977
Steve Hayes,26,1982,SAS,9,0.2,0,9.7,76,1977
Steve Hayes,27,1983,CLE,65,1.2,0,8.2,76,1977
Steve Hayes,28,1984,SEA,43,0.3,0,8.9,76,1977
Steve Hayes,29,1985,PHI,11,0.3,0,10.4,76,1977
Steve Hayes,30,1986,UTA,58,0.2,-0.3,5.1,76,1977
Steve Henson,22,1991,MIL,68,1.2,-0.2,11.5,44,1990
Steve Henson,23,1992,MIL,50,0.2,-0.2,11.1,44,1990
Steve Henson,24,1993,ATL,53,1.1,-0.3,11.3,44,1990
Steve Henson,25,1994,CHH,3,0,0,9.7,44,1990
Steve Henson,26,1995,POR,37,1,-0.2,12.1,44,1990
Steve Henson,29,1998,DET,23,0.1,-0.1,14.1,44,1990
Steve Henson,30,1999,DET,4,0,-0.1,5.6,44,1990
Steve Johnson,24,1982,KCK,78,4.4,1.3,17.6,7,1981
Steve Johnson,25,1983,KCK,79,4.4,1.3,18.1,7,1981
Steve Johnson,26,1984,KCK,50,1.4,0.4,15.2,7,1981
Steve Johnson,26,1984,TOT,81,2.4,0.3,14.8,7,1981
Steve Johnson,26,1984,CHI,31,1,0,14.2,7,1981
Steve Johnson,27,1985,CHI,74,3.1,0.4,14.1,7,1981
Steve Johnson,28,1986,SAS,71,4.9,1.2,16.8,7,1981
Steve Johnson,29,1987,POR,79,4.4,0.9,15.1,7,1981
Steve Johnson,30,1988,POR,43,1.3,-0.3,14.9,7,1981
Steve Johnson,31,1989,POR,72,1.7,-0.3,12.4,7,1981
Steve Johnson,32,1990,SEA,21,0.2,-0.1,11.8,7,1981
Steve Johnson,32,1990,MIN,4,-0.2,-0.1,-21.8,7,1981
Steve Johnson,32,1990,TOT,25,0,-0.2,9.6,7,1981
Steve Johnson,33,1991,GSW,24,0.2,-0.1,9.6,7,1981
Steve Kerr,23,1989,PHO,26,0.4,0.1,12.7,50,1988
Steve Kerr,24,1990,CLE,78,3.2,-0.4,12,50,1988
Steve Kerr,25,1991,CLE,57,1.3,-0.6,10.9,50,1988
Steve Kerr,26,1992,CLE,48,2.4,0.5,15.3,50,1988
Steve Kerr,27,1993,CLE,5,0.1,0,17.5,50,1988
Steve Kerr,27,1993,ORL,47,0.4,-0.3,8.6,50,1988
Steve Kerr,27,1993,TOT,52,0.6,-0.3,9.4,50,1988
Steve Kerr,28,1994,CHI,82,6.1,0.8,13.7,50,1988
Steve Kerr,29,1995,CHI,82,5.9,0.7,13.5,50,1988
Steve Kerr,30,1996,CHI,82,8.3,2.1,15.2,50,1988
Steve Kerr,31,1997,CHI,82,7.5,2.1,15.6,50,1988
Steve Kerr,32,1998,CHI,50,3.8,0.6,12.9,50,1988
Steve Kerr,33,1999,SAS,44,1.6,0.2,9.9,50,1988
Steve Kerr,34,2000,SAS,32,0.6,0,10.6,50,1988
Steve Kerr,35,2001,SAS,55,1.5,0.1,10.6,50,1988
Steve Kerr,36,2002,POR,65,1.8,-0.2,12.3,50,1988
Steve Kerr,37,2003,SAS,75,2.2,0.1,11.4,50,1988
Steve Lingenfelter,24,1983,WSB,7,0,0,3.2,44,1981
Steve Lingenfelter,25,1984,SAS,3,0,0,2.7,44,1981
Steve Malovic,23,1980,WSB,1,0,0,6.2,149,1978
Steve Malovic,23,1980,DET,10,0,-0.1,5.9,149,1978
Steve Malovic,23,1980,SDC,28,0.3,-0.1,7.9,149,1978
Steve Malovic,23,1980,TOT,39,0.3,-0.2,7.2,149,1978
Steve Mix,32,1980,PHI,81,5.5,1.2,19.5,61,1969
Steve Mix,33,1981,PHI,72,5.5,1.4,19.7,61,1969
Steve Mix,34,1982,PHI,75,3.7,0.7,15.8,61,1969
Steve Mix,35,1983,MIL,57,2.4,0.3,15.1,61,1969
Steve Mix,35,1983,TOT,58,2.4,0.3,15.1,61,1969
Steve Mix,35,1983,LAL,1,0,0,13.2,61,1969
Steve Nash,22,1997,PHO,65,0.7,-0.5,10.8,15,1996
Steve Nash,23,1998,PHO,76,4.8,1.1,15.6,15,1996
Steve Nash,24,1999,DAL,40,1,0.1,10.9,15,1996
Steve Nash,25,2000,DAL,56,3,0.2,13.5,15,1996
Steve Nash,26,2001,DAL,70,8.4,2.5,19.6,15,1996
Steve Nash,27,2002,DAL,82,9.9,3.1,20.7,15,1996
Steve Nash,28,2003,DAL,82,11.6,3.7,22.6,15,1996
Steve Nash,29,2004,DAL,78,8.8,2,20.5,15,1996
Steve Nash,30,2005,PHO,75,10.9,2.4,22,15,1996
Steve Nash,31,2006,PHO,79,12.4,4,23.3,15,1996
Steve Nash,32,2007,PHO,76,12.6,3.9,23.8,15,1996
Steve Nash,33,2008,PHO,81,10.5,2.6,21.1,15,1996
Steve Nash,34,2009,PHO,74,7.3,1.3,19.5,15,1996
Steve Nash,35,2010,PHO,81,9.9,2.6,21.6,15,1996
Steve Nash,36,2011,PHO,75,7.9,1.6,20.8,15,1996
Steve Nash,37,2012,PHO,62,5.9,0.7,20.3,15,1996
Steve Nash,38,2013,LAL,50,4.3,0.4,16,15,1996
Steve Nash,39,2014,LAL,15,0.1,-0.3,12.2,15,1996
Steve Novak,23,2007,HOU,35,0.4,0,7.7,32,2006
Steve Novak,24,2008,HOU,35,1.1,0.1,17.3,32,2006
Steve Novak,25,2009,LAC,71,2.2,0,13.5,32,2006
Steve Novak,26,2010,LAC,54,0.3,-0.3,8.3,32,2006
Steve Novak,27,2011,SAS,23,0.8,0.2,17.7,32,2006
Steve Novak,27,2011,TOT,30,0.9,0.1,17.8,32,2006
Steve Novak,27,2011,DAL,7,0.1,0,19.6,32,2006
Steve Novak,28,2012,NYK,54,3.9,0.8,15.9,32,2006
Steve Novak,29,2013,NYK,81,4,0.8,11.3,32,2006
Steve Novak,30,2014,TOR,54,1.4,0.2,11.1,32,2006
Steve Novak,31,2015,UTA,22,0.4,0,14.5,32,2006
Steve Novak,31,2015,OKC,13,-0.1,-0.1,1.3,32,2006
Steve Novak,31,2015,TOT,35,0.3,-0.1,8.6,32,2006
Steve Novak,32,2016,MIL,3,0,0,6.7,32,2006
Steve Novak,32,2016,OKC,7,0.1,0,20.8,32,2006
Steve Novak,32,2016,TOT,10,0.1,-0.1,14.4,32,2006
Steve Novak,33,2017,MIL,8,0,-0.1,1.3,32,2006
Steve Scheffler,23,1991,CHH,39,0.6,0.1,12.4,39,1990
Steve Scheffler,24,1992,TOT,11,0.3,0,16.6,39,1990
Steve Scheffler,24,1992,DEN,7,0.2,0,13.2,39,1990
Steve Scheffler,24,1992,SAC,4,0.1,0,27.1,39,1990
Steve Scheffler,25,1993,SEA,29,0.6,0,13.1,39,1990
Steve Scheffler,26,1994,SEA,35,0.7,0.1,17.7,39,1990
Steve Scheffler,27,1995,SEA,18,0.4,0,16.1,39,1990
Steve Scheffler,28,1996,SEA,35,0.4,-0.1,10.3,39,1990
Steve Scheffler,29,1997,SEA,7,0,-0.1,7.2,39,1990
Steve Smith,22,1992,MIA,61,1.5,0.3,12.5,5,1991
Steve Smith,23,1993,MIA,48,3.5,1.4,16.1,5,1991
Steve Smith,24,1994,MIA,78,8.1,3.4,17.2,5,1991
