,player,date,team,contract_length,salary,tm_abr,date #,GM,year,month,trans yr,transaction_yr,salary num,salary new,contract_value,Contract Value
1960,Patty Mills,2012-03-27,San Antonio Spurs,0,0,SAS,20120327,['R.C. Buford'],2012,03,,2012,0,0.0,0,0.0
1961,Cartier Martin,2012-03-28,Washington Wizards,1,minimum,WAS,20120328,['Ernie Grunfeld'],2012,03,,2012,1000000,1000000.0,0,1445563.9431177136
1962,Dennis Horner,2012-03-30,New Jersey Nets,1,minimum,NJN,20120330,['Billy King'],2012,03,,2012,1000000,1000000.0,0,-91642.0
1963,Lester Hudson,2012-03-30,Cleveland Cavaliers,1,minimum,CLE,20120330,['Chris Grant'],2012,03,,2012,1000000,1000000.0,0,413018.2694622039
1964,James Single,2012-04-05,Washington Wizards,0,0,WAS,20120405,['Ernie Grunfeld'],2012,04,,2012,0,0.0,0,0.0
1965,Mike James,2012-04-05,Chicago Bulls,1,minimum,CHI,20120405,['Gar Forman'],2012,04,,2012,1000000,1000000.0,0,341961.40419330576
1966,Justin Dentmon,2012-04-06,Toronto Raptors,0,0,TOR,20120406,['Bryan Colangelo'],2012,04,,2012,0,0.0,0,0.0
1967,Armon Johnson,2012-04-09,New Jersey Nets,1,minimum,NJN,20120409,['Billy King'],2012,04,,2012,1000000,1000000.0,0,-1873566.7305377964
1968,Blake Ahearn,2012-04-09,Utah Jazz,1,minimum,UTA,20120409,"[""Kevin O'Connor""]",2012,04,,2012,1000000,1000000.0,0,-413018.2694622039
1969,Jerome Dyson,2012-04-10,New Orleans Hornets,0,0,NOH,20120410,['Dell Demps'],2012,04,,2012,0,0.0,0,0.0
1970,Diamon Simpson,2012-04-12,Houston Rockets,1,minimum,HOU,20120412,['Daryl Morey'],2012,04,,2012,1000000,1000000.0,0,0.0
1971,Jamario Moon,2012-04-14,Charlotte Bobcats,1,minimum,CHA,20120414,['Rich Cho'],2012,04,,2012,1000000,1000000.0,0,-619527.4041933058
1972,Mikki Moore,2012-04-16,Golden State Warriors,1,minimum,GSW,20120416,['Larry Riley'],2012,04,,2012,1000000,1000000.0,0,206509.13473110195
1973,Morris Almond,2012-04-16,Washington Wizards,1,minimum,WAS,20120416,['Ernie Grunfeld'],2012,04,,2012,1000000,1000000.0,0,0.0
1974,Darryl Watkins,2012-04-18,New Orleans Hornets,1,minimum,NOH,20120418,['Dell Demps'],2012,04,,2012,1000000,1000000.0,0,206509.13473110195
1975,Sean Williams,2012-04-19,Boston Celtics,0,0,BOS,20120419,['Danny Ainge'],2012,04,,2012,0,0.0,0,0.0
1976,Dan Gadzuric,2012-04-20,New York Knicks,1,minimum,NYK,20120420,['Glen Grunwald'],2012,04,,2012,1000000,1000000.0,0,0.0
1977,Dan Gadzuric,2012-04-20,New York Knicks,2,minimum,NYK,20120420,['Glen Grunwald'],2012,04,,2012,1000000,1000000.0,0,0.0
1978,Lester Hudson,2012-04-20,Memphis Grizzlies,1,minimum,MEM,20120420,['Chris Wallace'],2012,04,,2012,1000000,1000000.0,0,413018.2694622039
1979,D.J. Kennedy,2012-04-21,Cleveland Cavaliers,0,0,CLE,20120421,['Chris Grant'],2012,04,,2012,0,0.0,0,0.0
1980,Xavier Silas,2012-04-24,Philadelphia 76ers,1,minimum,PHI,20120424,['Rod Thorn'],2012,04,,2012,1000000,1000000.0,0,-206509.13473110195
1981,Derrick Byars,2012-04-25,San Antonio Spurs,1,minimum,SAS,20120425,['R.C. Buford'],2012,04,,2012,1000000,1000000.0,0,206509.13473110195
1982,Andre Drummond,2012-07-10,Detroit Pistons,4,"$10,659,171",DET,20120710,['Joe Dumars'],2012,07,,2013,10659171,10659171.0,0,42609481.89799991
1983,Andre Drummond,2012-07-10,Detroit Pistons,4,"$11,051,183",DET,20120710,['Joe Dumars'],2012,07,,2013,11051183,11051183.0,0,42609481.89799991
1984,Hasheem Thabeet,2012-07-11,Oklahoma City Thunder,2,000,OKC,20120711,['Sam Presti'],2012,07,,2013,000,0.0,0,1223361.9215773148
1985,Jamal Crawford,2012-07-11,Los Angeles Clippers,3,$15.7million,LAC,20120711,['Vinny Del Negro' 'Andy Roeser' 'Gary Sacks'],2012,07,,2013,15.7million,15700000.0,0,8949458.95264809
1986,Jamal Crawford,2012-07-11,Los Angeles Clippers,4,$21million,LAC,20120711,['Vinny Del Negro' 'Andy Roeser' 'Gary Sacks'],2012,07,,2013,21million,21000000.0,0,9815411.763318464
1987,James White,2012-07-11,New York Knicks,1,minimum,NYK,20120711,['Glen Grunwald'],2012,07,,2013,1000000,1000000.0,0,-30897.65418697393
1988,Mirza Tele,2012-07-11,Brooklyn Nets,0,0,NJN,20120711,['Billy King'],2012,07,,2013,0,0.0,0,0.0
1989,Rashard Lewis,2012-07-11,Miami Heat,2,minimum,MIA,20120711,['Pat Riley'],2012,07,,2013,1000000,1000000.0,0,-9590814.532969467
1990,Ray Allen,2012-07-11,Miami Heat,2,$6.1million,MIA,20120711,['Pat Riley'],2012,07,,2013,6.1million,6100000.0,0,9588345.669618817
1991,Ray Allen,2012-07-11,Miami Heat,3,$9.2million,MIA,20120711,['Pat Riley'],2012,07,,2013,9.2million,9200000.0,0,9588345.669618817
1992,Incomplete Player,2012-07-11,Portland Trail Blazers,0,0,POR,20120711,['Neil Olshey'],2012,07,,2013,0,0.0,0,0.0
1993,Gerald Green,2012-07-12,Indiana Pacers,0,0,IND,20120712,['Donnie Walsh'],2012,07,,2013,0,0.0,0,0.0
1994,Jason Kidd,2012-07-12,New York Knicks,3,$9million,NYK,20120712,['Glen Grunwald'],2012,07,,2013,9million,9000000.0,0,5803706.534780683
1995,Lou Williams,2012-07-12,Atlanta Hawks,0,0,ATL,20120712,['Danny Ferry'],2012,07,,2013,0,0.0,0,0.0
1996,Nick Young,2012-07-12,Philadelphia 76ers,0,0,PHI,20120712,['Rod Thorn'],2012,07,,2013,0,0.0,0,0.0
1997,Chris Kaman,2012-07-13,Dallas Mavericks,1,$8million,DAL,20120713,['Donn Nelson'],2012,07,,2013,8million,8000000.0,0,-5364827.693398316
1998,D.J. Augustin,2012-07-13,Indiana Pacers,1,$3.5million,IND,20120713,['Donnie Walsh'],2012,07,,2013,3.5million,3500000.0,0,1111551.536552946
1999,Incomplete Player,2012-07-13,Dallas Mavericks,0,0,DAL,20120713,['Donn Nelson'],2012,07,,2013,0,0.0,0,0.0
2000,Jerryd Bayless,2012-07-13,Memphis Grizzlies,0,0,MEM,20120713,['Chris Wallace'],2012,07,,2013,0,0.0,0,0.0
2001,Joel Freeland,2012-07-13,Portland Trail Blazers,0,0,POR,20120713,['Neil Olshey'],2012,07,,2013,0,0.0,0,0.0
2002,Nando De,2012-07-13,San Antonio Spurs,0,0,SAS,20120713,['R.C. Buford'],2012,07,,2013,0,0.0,0,0.0
2003,Ramon Sessions,2012-07-13,Charlotte Bobcats,2,000,CHA,20120713,['Rich Cho'],2012,07,,2013,000,0.0,0,-512109.5699898256
2004,Brendan Haywood,2012-07-14,Charlotte Bobcats,3,$6million,CHA,20120714,['Rich Cho'],2012,07,,2013,6million,6000000.0,0,-18031291.461674787
2005,Chris Wilcox,2012-07-14,Boston Celtics,1,minimum,BOS,20120714,['Danny Ainge'],2012,07,,2013,1000000,1000000.0,0,3753465.3440407617
2006,Landry Fields,2012-07-14,Toronto Raptors,3,$20million,TOR,20120714,['Bryan Colangelo'],2012,07,,2013,20million,20000000.0,0,-15698700.332995139
2007,Viacheslav Kravtsov,2012-07-14,Detroit Pistons,0,0,DET,20120714,['Joe Dumars'],2012,07,,2013,0,0.0,0,0.0
2008,Luis Scola,2012-07-15,Phoenix Suns,3,$13.5million,PHO,20120715,['Lance Blanks'],2012,07,,2013,13.5million,13500000.0,0,11707018.872979406
2009,Aaron Brooks,2012-07-16,Sacramento Kings,2,$6million,SAC,20120716,['Geoff Petrie'],2012,07,,2013,6million,6000000.0,0,-5509510.799941086
2010,Chris Copeland,2012-07-16,New York Knicks,1,minimum,NYK,20120716,['Glen Grunwald'],2012,07,,2013,1000000,1000000.0,0,2985059.65241471
2011,Jerry Stackhouse,2012-07-16,Brooklyn Nets,0,0,NJN,20120716,['Billy King'],2012,07,,2013,0,0.0,0,0.0
2012,Jeremy Lin,2012-07-17,Houston Rockets,3,$25.1million,HOU,20120717,['Daryl Morey'],2012,07,,2013,25.1million,25100000.0,0,-3705138.4000367597
2013,Grant Hill,2012-07-18,Los Angeles Clippers,2,$4million,LAC,20120718,['Vinny Del Negro' 'Andy Roeser' 'Gary Sacks'],2012,07,,2013,4million,4000000.0,0,-2139698.269162605
2014,Jason Terry,2012-07-18,Boston Celtics,3,$15.6million,BOS,20120718,['Danny Ainge'],2012,07,,2013,15.6million,15600000.0,0,-2881287.8370124055
2015,Ronnie Price,2012-07-18,Portland Trail Blazers,1,minimum,POR,20120718,['Neil Olshey'],2012,07,,2013,1000000,1000000.0,0,-329396.53832521045
2016,Goran Dragić,2012-07-19,Phoenix Suns,0,0,PHO,20120719,['Lance Blanks'],2012,07,,2013,0,0.0,0,0.0
2017,Keith Bogans,2012-07-19,Brooklyn Nets,1,minimum,NJN,20120719,['Billy King'],2012,07,,2013,1000000,1000000.0,0,1076550.768276473
2018,O.J. Mayo,2012-07-19,Dallas Mavericks,2,$4million,DAL,20120719,['Donn Nelson'],2012,07,,2013,4million,4000000.0,0,-4931607.1065159915
2019,O.J. Mayo,2012-07-19,Dallas Mavericks,2,$8million,DAL,20120719,['Donn Nelson'],2012,07,,2013,8million,8000000.0,0,-4931607.1065159915
2020,Ryan Hollins,2012-07-19,Los Angeles Clippers,0,0,LAC,20120719,['Vinny Del Negro' 'Andy Roeser' 'Gary Sacks'],2012,07,,2013,0,0.0,0,0.0
2021,Vladimir Radmanović,2012-07-19,Chicago Bulls,0,0,CHI,20120719,['Gar Forman'],2012,07,,2013,0,0.0,0,0.0
2022,Anthony Randolph,2012-07-20,Denver Nuggets,3,$6million,DEN,20120720,['Masai Ujiri'],2012,07,,2013,6million,6000000.0,0,-1574756.1222594422
2023,Jon Leuer,2012-07-20,Cleveland Cavaliers,1,minimum,CLE,20120720,['Chris Grant'],2012,07,,2013,1000000,1000000.0,0,-1627791.9233495793
2024,Kwame Brown,2012-07-20,Philadelphia 76ers,0,0,PHI,20120720,['Rod Thorn'],2012,07,,2013,0,0.0,0,0.0
2025,Michael Beasley,2012-07-20,Phoenix Suns,0,0,PHO,20120720,['Lance Blanks'],2012,07,,2013,0,0.0,0,0.0
2026,C.J. Watson,2012-07-23,Brooklyn Nets,0,0,NJN,20120723,['Billy King'],2012,07,,2013,0,0.0,0,0.0
2027,Kirk Hinrich,2012-07-23,Chicago Bulls,0,0,CHI,20120723,['Gar Forman'],2012,07,,2013,0,0.0,0,0.0
2028,A.J. Price,2012-07-24,Washington Wizards,1,minimum,WAS,20120724,['Ernie Grunfeld'],2012,07,,2013,1000000,1000000.0,0,2738241.921577315
2029,Marco Belinelli,2012-07-24,Chicago Bulls,2,$3.8million,CHI,20120724,['Gar Forman'],2012,07,,2013,3.8million,3800000.0,0,10326817.805498887
2030,Ömer Aşık,2012-07-24,Houston Rockets,0,0,HOU,20120724,['Daryl Morey'],2012,07,,2013,0,0.0,0,0.0
2031,Pablo Prigioni,2012-07-24,New York Knicks,1,minimum,NYK,20120724,['Glen Grunwald'],2012,07,,2013,1000000,1000000.0,0,4796740.613203367
2032,Alexey Shved,2012-07-25,Minnesota Timberwolves,3,$10million,MIN,20120725,['David Kahn'],2012,07,,2013,10million,10000000.0,0,-9593008.963154122
2033,Antawn Jamison,2012-07-25,Los Angeles Lakers,0,0,LAL,20120725,['Mitch Kupchak'],2012,07,,2013,0,0.0,0,0.0
2034,Ronnie Brewer,2012-07-25,New York Knicks,0,0,NYK,20120725,['Glen Grunwald'],2012,07,,2013,0,0.0,0,0.0
2035,Kent Bazemore,2012-07-26,Golden State Warriors,0,0,GSW,20120726,['Bob Myers'],2012,07,,2013,0,0.0,0,0.0
2036,Randy Foye,2012-07-26,Utah Jazz,0,0,UTA,20120726,"[""Kevin O'Connor""]",2012,07,,2013,0,0.0,0,0.0
2037,Andrei Kirilenko,2012-07-27,Minnesota Timberwolves,2,$20million,MIN,20120727,['David Kahn'],2012,07,,2013,20million,20000000.0,0,-856600.1977340351
2038,John Lucas,2012-07-27,Toronto Raptors,1,minimum,TOR,20120727,['Bryan Colangelo'],2012,07,,2013,1000000,1000000.0,0,1811680.9607886574
2039,Nazr Mohammed,2012-07-27,Chicago Bulls,1,minimum,CHI,20120727,['Gar Forman'],2012,07,,2013,1000000,1000000.0,0,624198.2299512625
2040,Ronny Turiaf,2012-07-27,Los Angeles Clippers,0,0,LAC,20120727,['Vinny Del Negro' 'Andy Roeser' 'Gary Sacks'],2012,07,,2013,0,0.0,0,0.0
2041,Royal Ivey,2012-07-27,Philadelphia 76ers,1,minimum,PHI,20120727,['Rod Thorn'],2012,07,,2013,1000000,1000000.0,0,423816.69162605214
2042,Brandon Roy,2012-07-31,Minnesota Timberwolves,0,0,MIN,20120731,['David Kahn'],2012,07,,2013,0,0.0,0,0.0
2043,Jason Collins,2012-07-31,Boston Celtics,0,0,BOS,20120731,['Danny Ainge'],2012,07,,2013,0,0.0,0,0.0
2044,Maalik Wayns,2012-07-31,Philadelphia 76ers,0,0,PHI,20120731,['Rod Thorn'],2012,07,,2013,0,0.0,0,0.0
2045,Nate Robinson,2012-07-31,Chicago Bulls,0,0,CHI,20120731,['Gar Forman'],2012,07,,2013,0,0.0,0,0.0
2046,Carl Landry,2012-08-01,Golden State Warriors,0,0,GSW,20120801,['Bob Myers'],2012,08,,2013,0,0.0,0,0.0
2047,P.J. Tucker,2012-08-01,Phoenix Suns,0,0,PHO,20120801,['Lance Blanks'],2012,08,,2013,0,0.0,0,0.0
2048,Greg Stiemsma,2012-08-02,Minnesota Timberwolves,0,0,MIN,20120802,['David Kahn'],2012,08,,2013,0,0.0,0,0.0
2049,Daniel Or,2012-08-04,Oklahoma City Thunder,0,0,OKC,20120804,['Sam Presti'],2012,08,,2013,0,0.0,0,0.0
2050,Roger Mason,2012-08-04,New Orleans Hornets,0,0,NOH,20120804,['Dell Demps'],2012,08,,2013,0,0.0,0,0.0
2051,C.J. Miles,2012-08-08,Cleveland Cavaliers,2,$2million,CLE,20120808,['Chris Grant'],2012,08,,2013,2million,2000000.0,0,4108794.714592452
2052,Joel Przybilla,2012-08-09,Milwaukee Bucks,0,0,MIL,20120809,['John Hammond'],2012,08,,2013,0,0.0,0,0.0
2053,Jodie Meeks,2012-08-13,Los Angeles Lakers,2,$2.4million,LAL,20120813,['Mitch Kupchak'],2012,08,,2013,2.4million,2400000.0,0,9588899.564334646
2054,Jermaine O'Neal,2012-08-15,Phoenix Suns,0,0,PHO,20120815,['Lance Blanks'],2012,08,,2013,0,0.0,0,0.0
2055,Brian Roberts,2012-08-16,New Orleans Hornets,0,0,NOH,20120816,['Dell Demps'],2012,08,,2013,0,0.0,0,0.0
2056,Carlos Delfino,2012-08-20,Houston Rockets,0,0,HOU,20120820,['Daryl Morey'],2012,08,,2013,0,0.0,0,0.0
2057,Martell Webster,2012-08-29,Washington Wizards,0,0,WAS,20120829,['Ernie Grunfeld'],2012,08,,2013,0,0.0,0,0.0
2058,Blake Ahearn,2012-09-06,Indiana Pacers,0,0,IND,20120906,['Donnie Walsh'],2012,09,,2013,0,0.0,0,0.0
2059,E'Twaun Moore,2012-09-06,Orlando Magic,0,0,ORL,20120906,['Rob Hennigan'],2012,09,,2013,0,0.0,0,0.0
2060,Sam Young,2012-09-06,Indiana Pacers,0,0,IND,20120906,['Donnie Walsh'],2012,09,,2013,0,0.0,0,0.0
2061,Sundiata Gaines,2012-09-06,Indiana Pacers,0,0,IND,20120906,['Donnie Walsh'],2012,09,,2013,0,0.0,0,0.0
2062,Jarvis Varnado,2012-09-07,Miami Heat,0,0,MIA,20120907,['Pat Riley'],2012,09,,2013,0,0.0,0,0.0
2063,Mickell Gladness,2012-09-07,Miami Heat,0,0,MIA,20120907,['Pat Riley'],2012,09,,2013,0,0.0,0,0.0
2064,Mychel Thompson,2012-09-11,New York Knicks,0,0,NYK,20120911,['Glen Grunwald'],2012,09,,2013,0,0.0,0,0.0
2065,Andray Blatche,2012-09-12,Brooklyn Nets,1,minimum,NJN,20120912,['Billy King'],2012,09,,2013,1000000,1000000.0,0,7875591.377935313
2066,Andy Rautins,2012-09-12,Oklahoma City Thunder,1,minimum,OKC,20120912,['Sam Presti'],2012,09,,2013,1000000,1000000.0,0,0.0
2067,DeAndre Liggins,2012-09-12,Oklahoma City Thunder,1,minimum,OKC,20120912,['Sam Presti'],2012,09,,2013,1000000,1000000.0,0,225994.61497563124
2068,Dominic McGuire,2012-09-12,Toronto Raptors,1,minimum,TOR,20120912,['Bryan Colangelo'],2012,09,,2013,1000000,1000000.0,0,812114.0374390781
2069,Garrett Temple,2012-09-13,Miami Heat,0,0,MIA,20120913,['Pat Riley'],2012,09,,2013,0,0.0,0,0.0
2070,Josh Childress,2012-09-13,Brooklyn Nets,1,minimum,NJN,20120913,['Billy King'],2012,09,,2013,1000000,1000000.0,0,-7048077.461674789
2071,Matt Barnes,2012-09-14,Los Angeles Clippers,1,minimum,LAC,20120914,['Gary Sacks'],2012,09,,2013,1000000,1000000.0,0,9146735.957244128
2072,Josh Harrellson,2012-09-17,Miami Heat,0,0,MIA,20120917,['Pat Riley'],2012,09,,2013,0,0.0,0,0.0
2073,Ben Hansbrough,2012-09-18,Indiana Pacers,0,0,IND,20120918,['Donnie Walsh'],2012,09,,2013,0,0.0,0,0.0
2074,Scott Machado,2012-09-18,Houston Rockets,0,0,HOU,20120918,['Daryl Morey'],2012,09,,2013,0,0.0,0,0.0
2075,Earl Barron,2012-09-19,Washington Wizards,0,0,WAS,20120919,['Ernie Grunfeld'],2012,09,,2013,0,0.0,0,0.0
2076,Shavlik Randolph,2012-09-19,Washington Wizards,0,0,WAS,20120919,['Ernie Grunfeld'],2012,09,,2013,0,0.0,0,0.0
2077,Adam Morrison,2012-09-21,Portland Trail Blazers,0,0,POR,20120921,['Neil Olshey'],2012,09,,2013,0,0.0,0,0.0
2078,Chris Wright,2012-09-21,Toronto Raptors,0,0,TOR,20120921,['Bryan Colangelo'],2012,09,,2013,0,0.0,0,0.0
2079,Hamady N'Diaye,2012-09-24,Sacramento Kings,0,0,SAC,20120924,['Geoff Petrie'],2012,09,,2013,0,0.0,0,0.0
2080,Lou Amundson,2012-09-24,Minnesota Timberwolves,0,0,MIN,20120924,['David Kahn'],2012,09,,2013,0,0.0,0,0.0
2081,DaJuan Summers,2012-09-25,Charlotte Bobcats,0,0,CHA,20120925,['Rich Cho'],2012,09,,2013,0,0.0,0,0.0
2082,Jeff Adrien,2012-09-25,Charlotte Bobcats,0,0,CHA,20120925,['Rich Cho'],2012,09,,2013,0,0.0,0,0.0
2083,Marquis Daniels,2012-09-25,Milwaukee Bucks,1,minimum,MIL,20120925,['John Hammond'],2012,09,,2013,1000000,1000000.0,0,-405763.65418697393
2084,Anthony Tolliver,2012-09-27,Atlanta Hawks,1,minimum,ATL,20120927,['Danny Ferry'],2012,09,,2013,1000000,1000000.0,0,1060527.2299512625
2085,Carldell Johnson,2012-09-27,Atlanta Hawks,0,0,ATL,20120927,['Danny Ferry'],2012,09,,2013,0,0.0,0,0.0
2086,Chris Quinn,2012-09-27,Utah Jazz,0,0,UTA,20120927,['Dennis Lindsey'],2012,09,,2013,0,0.0,0,0.0
2087,D.J. Mbenga,2012-09-27,Dallas Mavericks,0,0,DAL,20120927,['Donn Nelson'],2012,09,,2013,0,0.0,0,0.0
2088,Damien Wilkins,2012-09-27,Philadelphia 76ers,1,minimum,PHI,20120927,['Tony DiLeo'],2012,09,,2013,1000000,1000000.0,0,1906101.1140894988
2089,Damion James,2012-09-27,Atlanta Hawks,0,0,ATL,20120927,['Danny Ferry'],2012,09,,2013,0,0.0,0,0.0
2090,Dan Gadzuric,2012-09-27,Philadelphia 76ers,0,0,PHI,20120927,['Tony DiLeo'],2012,09,,2013,0,0.0,0,0.0
2091,Darnell Jackson,2012-09-27,Utah Jazz,0,0,UTA,20120927,['Dennis Lindsey'],2012,09,,2013,0,0.0,0,0.0
2092,Derrick Brown,2012-09-27,San Antonio Spurs,0,0,SAS,20120927,['R.C. Buford'],2012,09,,2013,0,0.0,0,0.0
2093,James Anderson,2012-09-27,Atlanta Hawks,0,0,ATL,20120927,['Danny Ferry'],2012,09,,2013,0,0.0,0,0.0
2094,Josh Powell,2012-09-27,San Antonio Spurs,0,0,SAS,20120927,['R.C. Buford'],2012,09,,2013,0,0.0,0,0.0
2095,Keith Benson,2012-09-27,Atlanta Hawks,0,0,ATL,20120927,['Danny Ferry'],2012,09,,2013,0,0.0,0,0.0
2096,Rodney Carney,2012-09-27,Miami Heat,0,0,MIA,20120927,['Pat Riley'],2012,09,,2013,0,0.0,0,0.0
2097,Trey Gilder,2012-09-27,Utah Jazz,0,0,UTA,20120927,['Dennis Lindsey'],2012,09,,2013,0,0.0,0,0.0
2098,Chris Johnson,2012-09-28,Minnesota Timberwolves,0,0,MIN,20120928,['David Kahn'],2012,09,,2013,0,0.0,0,0.0
2099,Darko Miličić,2012-09-28,Boston Celtics,0,0,BOS,20120928,['Danny Ainge'],2012,09,,2013,0,0.0,0,0.0
2100,Jermaine Taylor,2012-09-28,Minnesota Timberwolves,0,0,MIN,20120928,['David Kahn'],2012,09,,2013,0,0.0,0,0.0
2101,Mike Harris,2012-09-28,Minnesota Timberwolves,0,0,MIN,20120928,['David Kahn'],2012,09,,2013,0,0.0,0,0.0
2102,Rob Kurz,2012-09-28,Boston Celtics,0,0,BOS,20120928,['Danny Ainge'],2012,09,,2013,0,0.0,0,0.0
2103,Will Conroy,2012-09-28,Minnesota Timberwolves,0,0,MIN,20120928,['David Kahn'],2012,09,,2013,0,0.0,0,0.0
2104,Armon Johnson,2012-09-29,Orlando Magic,0,0,ORL,20120929,['Rob Hennigan'],2012,09,,2013,0,0.0,0,0.0
2105,Courtney Fortson,2012-09-29,Los Angeles Clippers,0,0,LAC,20120929,['Gary Sacks'],2012,09,,2013,0,0.0,0,0.0
2106,D.J. Kennedy,2012-09-29,Memphis Grizzlies,0,0,MEM,20120929,['Chris Wallace'],2012,09,,2013,0,0.0,0,0.0
2107,DeQuan Jones,2012-09-29,Orlando Magic,1,minimum,ORL,20120929,['Rob Hennigan'],2012,09,,2013,1000000,1000000.0,0,-308805.7308373948
2108,Jerome Jordan,2012-09-29,Memphis Grizzlies,0,0,MEM,20120929,['Chris Wallace'],2012,09,,2013,0,0.0,0,0.0
2109,Ronald Dupree,2012-09-29,Memphis Grizzlies,0,0,MEM,20120929,['Chris Wallace'],2012,09,,2013,0,0.0,0,0.0
2110,Coby Karl,2012-09-30,Portland Trail Blazers,0,0,POR,20120930,['Neil Olshey'],2012,09,,2013,0,0.0,0,0.0
2111,Alando Tucker,2012-10-01,Milwaukee Bucks,0,0,MIL,20121001,['John Hammond'],2012,10,,2013,0,0.0,0,0.0
2112,Andre Emmett,2012-10-01,Chicago Bulls,0,0,CHI,20121001,['Gar Forman'],2012,10,,2013,0,0.0,0,0.0
2113,Anthony Carter,2012-10-01,Denver Nuggets,0,0,DEN,20121001,['Masai Ujiri'],2012,10,,2013,0,0.0,0,0.0
2114,Ben Uzoh,2012-10-01,Denver Nuggets,0,0,DEN,20121001,['Masai Ujiri'],2012,10,,2013,0,0.0,0,0.0
2115,Chris Douglas-Roberts,2012-10-01,Los Angeles Lakers,0,0,LAL,20121001,['Mitch Kupchak'],2012,10,,2013,0,0.0,0,0.0
2116,Diante Garrett,2012-10-01,Phoenix Suns,1,minimum,PHO,20121001,['Lance Blanks'],2012,10,,2013,1000000,1000000.0,0,-803000.5383252105
2117,Eddie Gill,2012-10-01,Milwaukee Bucks,0,0,MIL,20121001,['John Hammond'],2012,10,,2013,0,0.0,0,0.0
2118,Eddy Curry,2012-10-01,San Antonio Spurs,0,0,SAS,20121001,['R.C. Buford'],2012,10,,2013,0,0.0,0,0.0
2119,Ike Diogu,2012-10-01,Phoenix Suns,0,0,PHO,20121001,['Lance Blanks'],2012,10,,2013,0,0.0,0,0.0
2120,Jannero Pargo,2012-10-01,Washington Wizards,0,0,WAS,20121001,['Ernie Grunfeld'],2012,10,,2013,0,0.0,0,0.0
2121,Jonny Flynn,2012-10-01,Detroit Pistons,0,0,DET,20121001,['Joe Dumars'],2012,10,,2013,0,0.0,0,0.0
2122,Kyle Weaver,2012-10-01,Memphis Grizzlies,0,0,MEM,20121001,['Chris Wallace'],2012,10,,2013,0,0.0,0,0.0
2123,Kyrylo Fesenko,2012-10-01,Chicago Bulls,0,0,CHI,20121001,['Gar Forman'],2012,10,,2013,0,0.0,0,0.0
2124,Luke Zeller,2012-10-01,Phoenix Suns,1,minimum,PHO,20121001,['Lance Blanks'],2012,10,,2013,1000000,1000000.0,0,-638302.2691626053
2125,Marko Jarić,2012-10-01,Chicago Bulls,0,0,CHI,20121001,['Gar Forman'],2012,10,,2013,0,0.0,0,0.0
2126,Mikki Moore,2012-10-01,Philadelphia 76ers,0,0,PHI,20121001,['Tony DiLeo'],2012,10,,2013,0,0.0,0,0.0
2127,Orien Greene,2012-10-01,Milwaukee Bucks,0,0,MIL,20121001,['John Hammond'],2012,10,,2013,0,0.0,0,0.0
2128,Othyus Jeffers,2012-10-01,Phoenix Suns,0,0,PHO,20121001,['Lance Blanks'],2012,10,,2013,0,0.0,0,0.0
2129,Ronald Murray,2012-10-01,Memphis Grizzlies,0,0,MEM,20121001,['Chris Wallace'],2012,10,,2013,0,0.0,0,0.0
2130,Sherron Collins,2012-10-01,San Antonio Spurs,0,0,SAS,20121001,['R.C. Buford'],2012,10,,2013,0,0.0,0,0.0
2131,Solomon Alabi,2012-10-01,New Orleans Hornets,0,0,NOH,20121001,['Dell Demps'],2012,10,,2013,0,0.0,0,0.0
2132,Solomon Jones,2012-10-01,Phoenix Suns,0,0,PHO,20121001,['Lance Blanks'],2012,10,,2013,0,0.0,0,0.0
2133,Terrence Williams,2012-10-01,Detroit Pistons,0,0,DET,20121001,['Joe Dumars'],2012,10,,2013,0,0.0,0,0.0
2134,Walker Russell,2012-10-01,Oklahoma City Thunder,0,0,OKC,20121001,['Sam Presti'],2012,10,,2013,0,0.0,0,0.0
2135,Rasheed Wallace,2012-10-04,New York Knicks,0,0,NYK,20121004,['Glen Grunwald'],2012,10,,2013,0,0.0,0,0.0
2136,Leandro Barbosa,2012-10-18,Boston Celtics,0,0,BOS,20121018,['Danny Ainge'],2012,10,,2013,0,0.0,0,0.0
2137,Eddy Curry,2012-10-25,Dallas Mavericks,0,0,DAL,20121025,['Donn Nelson'],2012,10,,2013,0,0.0,0,0.0
2138,Chris Douglas-Roberts,2012-10-27,Dallas Mavericks,0,0,DAL,20121027,['Donn Nelson'],2012,10,,2013,0,0.0,0,0.0
2139,Melvin Ely,2012-10-27,Dallas Mavericks,0,0,DAL,20121027,['Donn Nelson'],2012,10,,2013,0,0.0,0,0.0
2140,Daniel Or,2012-10-31,Oklahoma City Thunder,0,0,OKC,20121031,['Sam Presti'],2012,10,,2013,0,0.0,0,0.0
2141,DeMar DeRozan,2012-10-31,Toronto Raptors,0,0,TOR,20121031,['Bryan Colangelo'],2012,10,,2013,0,0.0,0,0.0
2142,Troy Murphy,2012-11-02,Dallas Mavericks,1,minimum,DAL,20121102,['Donn Nelson'],2012,11,,2013,1000000,1000000.0,0,279336.8074878156
2143,Josh Howard,2012-11-15,Minnesota Timberwolves,0,0,MIN,20121115,['David Kahn'],2012,11,,2013,0,0.0,0,0.0
2144,Shaun Livings,2012-11-15,Washington Wizards,0,0,WAS,20121115,['Ernie Grunfeld'],2012,11,,2013,0,0.0,0,0.0
